saison,tagesart,slot_index,value_kw_per_1000kwha
sommer,werktag,54,0.28172734
sommer,werktag,55,0.28172734
sommer,werktag,56,0.28172734
sommer,werktag,57,0.28172734
sommer,werktag,58,0.28172734
sommer,werktag,59,0.28172734
sommer,werktag,60,0.28172734
sommer,werktag,61,0.28172734
sommer,werktag,62,0.28172734
sommer,werktag,63,0.28172734
sommer,werktag,64,0.28172734
sommer,werktag,65,0.28172734
sommer,werktag,66,0.28172734
sommer,werktag,67,0.28172734
sommer,werktag,68,0.28172734
sommer,werktag,69,0.28172734
sommer,werktag,70,0.28172734
sommer,werktag,71,0.28172734
sommer,werktag,72,0.02561158
sommer,werktag,73,0.02561158
sommer,werktag,74,0.02561158
sommer,werktag,75,0.02561158
sommer,werktag,76,0.02561158
sommer,werktag,77,0.02561158
sommer,werktag,78,0.02561158
sommer,werktag,79,0.02561158
sommer,werktag,80,0.02561158
sommer,werktag,81,0.02561158
sommer,werktag,82,0.02561158
sommer,werktag,83,0.02561158
sommer,werktag,84,0.02561158
sommer,werktag,85,0.02561158
sommer,werktag,86,0.02561158
sommer,werktag,87,0.02561158
sommer,werktag,88,0.02561158
sommer,werktag,89,0.02561158
sommer,werktag,90,0.02561158
sommer,werktag,91,0.02561158
sommer,werktag,92,0.02561158
sommer,werktag,93,0.02561158
sommer,werktag,94,0.02561158
sommer,werktag,95,0.02561158
sommer,samstag,0,0.00768347
sommer,samstag,1,0.00768347
sommer,samstag,2,0.00768347
sommer,samstag,3,0.00768347
sommer,samstag,4,0.00768347
sommer,samstag,5,0.00768347
sommer,samstag,6,0.00768347
sommer,samstag,7,0.00768347
sommer,samstag,8,0.00768347
sommer,samstag,9,0.00768347
sommer,samstag,10,0.00768347
sommer,samstag,11,0.00768347
sommer,samstag,12,0.00768347
sommer,samstag,13,0.00768347
sommer,samstag,14,0.00768347
sommer,samstag,15,0.00768347
sommer,samstag,16,0.00768347
sommer,samstag,17,0.00768347
sommer,samstag,18,0.00768347
sommer,samstag,19,0.00768347
sommer,samstag,20,0.00768347
sommer,samstag,21,0.00768347
sommer,samstag,22,0.00768347
sommer,samstag,23,0.00768347
sommer,samstag,24,0.00768347
sommer,samstag,25,0.00768347
sommer,samstag,26,0.00768347
sommer,samstag,27,0.00768347
sommer,samstag,28,0.00768347
sommer,samstag,29,0.00768347
sommer,samstag,30,0.00768347
sommer,samstag,31,0.00768347
sommer,samstag,32,0.0845182
sommer,samstag,33,0.0845182
sommer,samstag,34,0.0845182
sommer,samstag,35,0.0845182
sommer,samstag,36,0.0845182
sommer,samstag,37,0.0845182
sommer,samstag,38,0.0845182
sommer,samstag,39,0.0845182
sommer,samstag,40,0.0845182
sommer,samstag,41,0.0845182
sommer,samstag,42,0.0845182
sommer,samstag,43,0.0845182
sommer,samstag,44,0.0845182
sommer,samstag,45,0.0845182
sommer,samstag,46,0.0845182
sommer,samstag,47,0.0845182
sommer,samstag,48,0.0845182
sommer,samstag,49,0.0845182
sommer,samstag,50,0.0845182
sommer,samstag,51,0.0845182
sommer,samstag,52,0.0845182
sommer,samstag,53,0.0845182
sommer,samstag,54,0.0845182
sommer,samstag,55,0.0845182
sommer,samstag,56,0.0845182
sommer,samstag,57,0.0845182
sommer,samstag,58,0.0845182
sommer,samstag,59,0.0845182
sommer,samstag,60,0.0845182
sommer,samstag,61,0.0845182
sommer,samstag,62,0.0845182
sommer,samstag,63,0.0845182
sommer,samstag,64,0.0845182
sommer,samstag,65,0.0845182
sommer,samstag,66,0.0845182
sommer,samstag,67,0.0845182
sommer,samstag,68,0.0845182
sommer,samstag,69,0.0845182
sommer,samstag,70,0.0845182
sommer,samstag,71,0.0845182
sommer,samstag,72,0.00768347
sommer,samstag,73,0.00768347
sommer,samstag,74,0.00768347
sommer,samstag,75,0.00768347
sommer,samstag,76,0.00768347
sommer,samstag,77,0.00768347
sommer,samstag,78,0.00768347
sommer,samstag,79,0.00768347
sommer,samstag,80,0.00768347
sommer,samstag,81,0.00768347
sommer,samstag,82,0.00768347
sommer,samstag,83,0.00768347
sommer,samstag,84,0.00768347
sommer,samstag,85,0.00768347
sommer,samstag,86,0.00768347
sommer,samstag,87,0.00768347
sommer,samstag,88,0.00768347
sommer,samstag,89,0.00768347
sommer,samstag,90,0.00768347
sommer,samstag,91,0.00768347
sommer,samstag,92,0.00768347
sommer,samstag,93,0.00768347
sommer,samstag,94,0.00768347
sommer,samstag,95,0.00768347
sommer,sonntag,0,0.00256116
sommer,sonntag,1,0.00256116
sommer,sonntag,2,0.00256116
sommer,sonntag,3,0.00256116
sommer,sonntag,4,0.00256116
sommer,sonntag,5,0.00256116
sommer,sonntag,6,0.00256116
sommer,sonntag,7,0.00256116
sommer,sonntag,8,0.00256116
sommer,sonntag,9,0.00256116
sommer,sonntag,10,0.00256116
sommer,sonntag,11,0.00256116
sommer,sonntag,12,0.00256116
sommer,sonntag,13,0.00256116
sommer,sonntag,14,0.00256116
sommer,sonntag,15,0.00256116
sommer,sonntag,16,0.00256116
sommer,sonntag,17,0.00256116
sommer,sonntag,18,0.00256116
sommer,sonntag,19,0.00256116
sommer,sonntag,20,0.00256116
sommer,sonntag,21,0.00256116
sommer,sonntag,22,0.00256116
sommer,sonntag,23,0.00256116
sommer,sonntag,24,0.00256116
sommer,sonntag,25,0.00256116
sommer,sonntag,26,0.00256116
sommer,sonntag,27,0.00256116
sommer,sonntag,28,0.00256116
sommer,sonntag,29,0.00256116
sommer,sonntag,30,0.00256116
sommer,sonntag,31,0.00256116
sommer,sonntag,32,0.02817273
sommer,sonntag,33,0.02817273
sommer,sonntag,34,0.02817273
sommer,sonntag,35,0.02817273
sommer,sonntag,36,0.02817273
sommer,sonntag,37,0.02817273
sommer,sonntag,38,0.02817273
sommer,sonntag,39,0.02817273
sommer,sonntag,40,0.02817273
sommer,sonntag,41,0.02817273
sommer,sonntag,42,0.02817273
sommer,sonntag,43,0.02817273
sommer,sonntag,44,0.02817273
sommer,sonntag,45,0.02817273
sommer,sonntag,46,0.02817273
sommer,sonntag,47,0.02817273
sommer,sonntag,48,0.02817273
sommer,sonntag,49,0.02817273
sommer,sonntag,50,0.02817273
sommer,sonntag,51,0.02817273
sommer,sonntag,52,0.02817273
sommer,sonntag,53,0.02817273
sommer,sonntag,54,0.02817273
sommer,sonntag,55,0.02817273
sommer,sonntag,56,0.02817273
sommer,sonntag,57,0.02817273
sommer,sonntag,58,0.02817273
sommer,sonntag,59,0.02817273
sommer,sonntag,60,0.02817273
sommer,sonntag,61,0.02817273
sommer,sonntag,62,0.02817273
sommer,sonntag,63,0.02817273
sommer,sonntag,64,0.02817273
sommer,sonntag,65,0.02817273
sommer,sonntag,66,0.02817273
sommer,sonntag,67,0.02817273
sommer,sonntag,68,0.02817273
sommer,sonntag,69,0.02817273
sommer,sonntag,70,0.02817273
sommer,sonntag,71,0.02817273
sommer,sonntag,72,0.00256116
sommer,sonntag,73,0.00256116
sommer,sonntag,74,0.00256116
sommer,sonntag,75,0.00256116
sommer,sonntag,76,0.00256116
sommer,sonntag,77,0.00256116
sommer,sonntag,78,0.00256116
sommer,sonntag,79,0.00256116
sommer,sonntag,80,0.00256116
sommer,sonntag,81,0.00256116
sommer,sonntag,82,0.00256116
sommer,sonntag,83,0.00256116
sommer,sonntag,84,0.00256116
sommer,sonntag,85,0.00256116
sommer,sonntag,86,0.00256116
sommer,sonntag,87,0.00256116
sommer,sonntag,88,0.00256116
sommer,sonntag,89,0.00256116
sommer,sonntag,90,0.00256116
sommer,sonntag,91,0.00256116
sommer,sonntag,92,0.00256116
sommer,sonntag,93,0.00256116
sommer,sonntag,94,0.00256116
sommer,sonntag,95,0.00256116
uebergang,werktag,0,0.02845731
uebergang,werktag,1,0.02845731
uebergang,werktag,2,0.02845731
uebergang,werktag,3,0.02845731
uebergang,werktag,4,0.02845731
uebergang,werktag,5,0.02845731
uebergang,werktag,6,0.02845731
uebergang,werktag,7,0.02845731
uebergang,werktag,8,0.02845731
uebergang,werktag,9,0.02845731
uebergang,werktag,10,0.02845731
uebergang,werktag,11,0.02845731
uebergang,werktag,12,0.02845731
uebergang,werktag,13,0.02845731
uebergang,werktag,14,0.02845731
uebergang,werktag,15,0.02845731
uebergang,werktag,16,0.02845731
uebergang,werktag,17,0.02845731
uebergang,werktag,18,0.02845731
uebergang,werktag,19,0.02845731
uebergang,werktag,20,0.02845731
uebergang,werktag,21,0.02845731
uebergang,werktag,22,0.02845731
uebergang,werktag,23,0.02845731
uebergang,werktag,24,0.02845731
uebergang,werktag,25,0.02845731
uebergang,werktag,26,0.02845731
uebergang,werktag,27,0.02845731
uebergang,werktag,28,0.02845731
uebergang,werktag,29,0.02845731
uebergang,werktag,30,0.02845731
uebergang,werktag,31,0.02845731
uebergang,werktag,32,0.31303037
uebergang,werktag,33,0.31303037
uebergang,werktag,34,0.31303037
uebergang,werktag,35,0.31303037
uebergang,werktag,36,0.31303037
uebergang,werktag,37,0.31303037
uebergang,werktag,38,0.31303037
uebergang,werktag,39,0.31303037
uebergang,werktag,40,0.31303037
uebergang,werktag,41,0.31303037
uebergang,werktag,42,0.31303037
uebergang,werktag,43,0.31303037
uebergang,werktag,44,0.31303037
uebergang,werktag,45,0.31303037
uebergang,werktag,46,0.31303037
uebergang,werktag,47,0.31303037
uebergang,werktag,48,0.31303037
uebergang,werktag,49,0.31303037
uebergang,werktag,50,0.31303037
uebergang,werktag,51,0.31303037
uebergang,werktag,52,0.31303037
uebergang,werktag,53,0.31303037
uebergang,werktag,54,0.31303037
uebergang,werktag,55,0.31303037
uebergang,werktag,56,0.31303037
uebergang,werktag,57,0.31303037
uebergang,werktag,58,0.31303037
uebergang,werktag,59,0.31303037
uebergang,werktag,60,0.31303037
uebergang,werktag,61,0.31303037
uebergang,werktag,62,0.31303037
uebergang,werktag,63,0.31303037
uebergang,werktag,64,0.31303037
uebergang,werktag,65,0.31303037
uebergang,werktag,66,0.31303037
uebergang,werktag,67,0.31303037
uebergang,werktag,68,0.31303037
uebergang,werktag,69,0.31303037
uebergang,werktag,70,0.31303037
uebergang,werktag,71,0.31303037
uebergang,werktag,72,0.02845731
uebergang,werktag,73,0.02845731
uebergang,werktag,74,0.02845731
uebergang,werktag,75,0.02845731
uebergang,werktag,76,0.02845731
uebergang,werktag,77,0.02845731
uebergang,werktag,78,0.02845731
uebergang,werktag,79,0.02845731
uebergang,werktag,80,0.02845731
uebergang,werktag,81,0.02845731
uebergang,werktag,82,0.02845731
uebergang,werktag,83,0.02845731
uebergang,werktag,84,0.02845731
uebergang,werktag,85,0.02845731
uebergang,werktag,86,0.02845731
uebergang,werktag,87,0.02845731
uebergang,werktag,88,0.02845731
uebergang,werktag,89,0.02845731
uebergang,werktag,90,0.02845731
uebergang,werktag,91,0.02845731
uebergang,werktag,92,0.02845731
uebergang,werktag,93,0.02845731
uebergang,werktag,94,0.02845731
uebergang,werktag,95,0.02845731
uebergang,samstag,0,0.00853719
uebergang,samstag,1,0.00853719
uebergang,samstag,2,0.00853719
uebergang,samstag,3,0.00853719
uebergang,samstag,4,0.00853719
uebergang,samstag,5,0.00853719
uebergang,samstag,6,0.00853719
uebergang,samstag,7,0.00853719
uebergang,samstag,8,0.00853719
uebergang,samstag,9,0.00853719
uebergang,samstag,10,0.00853719
uebergang,samstag,11,0.00853719
uebergang,samstag,12,0.00853719
uebergang,samstag,13,0.00853719
uebergang,samstag,14,0.00853719
uebergang,samstag,15,0.00853719
uebergang,samstag,16,0.00853719
uebergang,samstag,17,0.00853719
uebergang,samstag,18,0.00853719
uebergang,samstag,19,0.00853719
uebergang,samstag,20,0.00853719
uebergang,samstag,21,0.00853719
uebergang,samstag,22,0.00853719
uebergang,samstag,23,0.00853719
uebergang,samstag,24,0.00853719
uebergang,samstag,25,0.00853719
uebergang,samstag,26,0.00853719
uebergang,samstag,27,0.00853719
uebergang,samstag,28,0.00853719
uebergang,samstag,29,0.00853719
uebergang,samstag,30,0.00853719
uebergang,samstag,31,0.00853719
uebergang,samstag,32,0.09390911
uebergang,samstag,33,0.09390911
uebergang,samstag,34,0.09390911
uebergang,samstag,35,0.09390911
uebergang,samstag,36,0.09390911
uebergang,samstag,37,0.09390911
uebergang,samstag,38,0.09390911
uebergang,samstag,39,0.09390911
uebergang,samstag,40,0.09390911
uebergang,samstag,41,0.09390911
uebergang,samstag,42,0.09390911
uebergang,samstag,43,0.09390911
uebergang,samstag,44,0.09390911
uebergang,samstag,45,0.09390911
uebergang,samstag,46,0.09390911
uebergang,samstag,47,0.09390911
uebergang,samstag,48,0.09390911
uebergang,samstag,49,0.09390911
uebergang,samstag,50,0.09390911
uebergang,samstag,51,0.09390911
uebergang,samstag,52,0.09390911
uebergang,samstag,53,0.09390911
uebergang,samstag,54,0.09390911
uebergang,samstag,55,0.09390911
uebergang,samstag,56,0.09390911
uebergang,samstag,57,0.09390911
uebergang,samstag,58,0.09390911
uebergang,samstag,59,0.09390911
uebergang,samstag,60,0.09390911
uebergang,samstag,61,0.09390911
uebergang,samstag,62,0.09390911
uebergang,samstag,63,0.09390911
uebergang,samstag,64,0.09390911
uebergang,samstag,65,0.09390911
uebergang,samstag,66,0.09390911
uebergang,samstag,67,0.09390911
uebergang,samstag,68,0.09390911
uebergang,samstag,69,0.09390911
uebergang,samstag,70,0.09390911
uebergang,samstag,71,0.09390911
uebergang,samstag,72,0.00853719
uebergang,samstag,73,0.00853719
uebergang,samstag,74,0.00853719
uebergang,samstag,75,0.00853719
uebergang,samstag,76,0.00853719
uebergang,samstag,77,0.00853719
uebergang,samstag,78,0.00853719
uebergang,samstag,79,0.00853719
uebergang,samstag,80,0.00853719
uebergang,samstag,81,0.00853719
uebergang,samstag,82,0.00853719
uebergang,samstag,83,0.00853719
uebergang,samstag,84,0.00853719
uebergang,samstag,85,0.00853719
uebergang,samstag,86,0.00853719
uebergang,samstag,87,0.00853719
uebergang,samstag,88,0.00853719
uebergang,samstag,89,0.00853719
uebergang,samstag,90,0.00853719
uebergang,samstag,91,0.00853719
uebergang,samstag,92,0.00853719
uebergang,samstag,93,0.00853719
uebergang,samstag,94,0.00853719
uebergang,samstag,95,0.00853719
uebergang,sonntag,0,0.00284573
uebergang,sonntag,1,0.00284573
uebergang,sonntag,2,0.00284573
uebergang,sonntag,3,0.00284573
uebergang,sonntag,4,0.00284573
uebergang,sonntag,5,0.00284573
uebergang,sonntag,6,0.00284573
uebergang,sonntag,7,0.00284573
uebergang,sonntag,8,0.00284573
uebergang,sonntag,9,0.00284573
uebergang,sonntag,10,0.00284573
uebergang,sonntag,11,0.00284573
uebergang,sonntag,12,0.00284573
uebergang,sonntag,13,0.00284573
uebergang,sonntag,14,0.00284573
uebergang,sonntag,15,0.00284573
uebergang,sonntag,16,0.00284573
uebergang,sonntag,17,0.00284573
uebergang,sonntag,18,0.00284573
uebergang,sonntag,19,0.00284573
uebergang,sonntag,20,0.00284573
uebergang,sonntag,21,0.00284573
uebergang,sonntag,22,0.00284573
uebergang,sonntag,23,0.00284573
uebergang,sonntag,24,0.00284573
uebergang,sonntag,25,0.00284573
uebergang,sonntag,26,0.00284573
uebergang,sonntag,27,0.00284573
uebergang,sonntag,28,0.00284573
uebergang,sonntag,29,0.00284573
uebergang,sonntag,30,0.00284573
uebergang,sonntag,31,0.00284573
uebergang,sonntag,32,0.03130304
uebergang,sonntag,33,0.03130304
uebergang,sonntag,34,0.03130304
uebergang,sonntag,35,0.03130304
uebergang,sonntag,36,0.03130304
uebergang,sonntag,37,0.03130304
uebergang,sonntag,38,0.03130304
uebergang,sonntag,39,0.03130304
uebergang,sonntag,40,0.03130304
uebergang,sonntag,41,0.03130304
uebergang,sonntag,42,0.03130304
uebergang,sonntag,43,0.03130304
uebergang,sonntag,44,0.03130304
uebergang,sonntag,45,0.03130304
uebergang,sonntag,46,0.03130304
uebergang,sonntag,47,0.03130304
uebergang,sonntag,48,0.03130304
uebergang,sonntag,49,0.03130304
uebergang,sonntag,50,0.03130304
uebergang,sonntag,51,0.03130304
uebergang,sonntag,52,0.03130304
uebergang,sonntag,53,0.03130304
uebergang,sonntag,54,0.03130304
uebergang,sonntag,55,0.03130304
uebergang,sonntag,56,0.03130304
uebergang,sonntag,57,0.03130304
uebergang,sonntag,58,0.03130304
uebergang,sonntag,59,0.03130304
uebergang,sonntag,60,0.03130304
uebergang,sonntag,61,0.03130304
uebergang,sonntag,62,0.03130304
uebergang,sonntag,63,0.03130304
uebergang,sonntag,64,0.03130304
uebergang,sonntag,65,0.03130304
uebergang,sonntag,66,0.03130304
uebergang,sonntag,67,0.03130304
uebergang,sonntag,68,0.03130304
uebergang,sonntag,69,0.03130304
uebergang,sonntag,70,0.03130304
uebergang,sonntag,71,0.03130304
uebergang,sonntag,72,0.00284573
uebergang,sonntag,73,0.00284573
uebergang,sonntag,74,0.00284573
uebergang,sonntag,75,0.00284573
uebergang,sonntag,76,0.00284573
uebergang,sonntag,77,0.00284573
uebergang,sonntag,78,0.00284573
uebergang,sonntag,79,0.00284573
uebergang,sonntag,80,0.00284573
uebergang,sonntag,81,0.00284573
uebergang,sonntag,82,0.00284573
uebergang,sonntag,83,0.00284573
uebergang,sonntag,84,0.00284573
uebergang,sonntag,85,0.00284573
